Rk,I,Player,Split,Year,G,PA,GS,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
151,,Evan Longoria\longoev01,vs RHP,2019,122,347,,313,41,75,12,1,14,45,2,1,25,85,0.24,0.303,0.419,0.721,131,9,5,0,4,0,5,0.28,89,91
152,,Brian Dozier\doziebr01,vs RHP,2019,125,346,,298,35,66,12,0,13,31,2,4,43,77,0.221,0.327,0.393,0.719,117,7,4,0,1,0,2,0.254,88,93
153,,Ramon Laureano\laurera01,vs RHP,2019,114,346,,309,54,88,20,0,18,50,9,1,22,92,0.285,0.345,0.524,0.869,162,7,9,1,5,0,1,0.343,102,129
154,,Justin Smoak\smoakju01,vs RHP,2019,111,346,,282,40,57,9,0,19,45,0,0,59,84,0.202,0.347,0.436,0.783,123,6,4,0,1,3,1,0.211,109,109
155,,Jason Kipnis\kipnija01,vs RHP,2019,112,343,,303,35,74,17,1,14,50,7,2,31,62,0.244,0.311,0.446,0.756,135,6,1,2,6,2,1,0.258,111,100
156,,Daniel Murphy\murphda08,vs RHP,2019,123,343,,316,40,83,24,0,10,61,1,1,21,47,0.263,0.307,0.434,0.741,137,10,1,0,4,1,3,0.278,90,96
157,,Raimel Tapia\tapiara01,vs RHP,2019,131,343,,325,43,89,22,4,6,35,8,2,18,65,0.274,0.312,0.422,0.733,137,2,0,0,0,0,4,0.327,103,95
158,,Mark Canha\canhama01,vs RHP,2019,117,340,,279,57,83,12,2,18,43,2,1,44,80,0.297,0.418,0.548,0.966,153,9,15,0,2,1,3,0.355,112,157
159,,Marwin Gonzalez\gonzama01,vs RHP,2019,109,339,,305,32,76,14,0,10,43,1,0,28,76,0.249,0.322,0.393,0.715,120,1,5,0,1,2,1,0.3,95,91
160,,James McCann\mccanja02,vs RHP,2019,114,339,,317,41,84,14,1,14,43,3,1,17,101,0.265,0.311,0.448,0.759,142,6,4,1,0,1,3,0.347,92,100
161,,Rio Ruiz\ruizri01,vs RHP,2019,113,339,,302,30,69,10,2,11,35,0,1,36,70,0.228,0.31,0.384,0.694,116,9,0,0,1,0,3,0.261,103,85
162,,Gary Sanchez\sanchga02,vs RHP,2019,104,338,,301,47,73,8,1,27,63,0,1,29,86,0.243,0.322,0.545,0.867,164,1,7,0,1,1,2,0.243,106,126
163,,Jonathan Schoop\schoojo01,vs RHP,2019,112,337,,321,43,80,18,1,14,36,1,0,10,80,0.249,0.285,0.442,0.727,142,9,6,0,0,0,1,0.291,87,91
164,,Christin Stewart\stewach02,vs RHP,2019,101,335,,297,27,69,20,1,9,34,0,1,29,84,0.232,0.304,0.397,0.702,118,3,4,0,5,3,3,0.287,102,86
165,,Nomar Mazara\mazarno01,vs RHP,2019,103,334,,302,48,87,25,0,13,46,3,1,23,75,0.288,0.344,0.5,0.844,151,2,5,0,4,2,4,0.339,115,123
166,,Jesse Winker\winkeje01,vs RHP,2019,109,334,,295,47,84,17,2,16,36,0,2,32,54,0.285,0.368,0.519,0.887,153,9,7,0,0,2,3,0.302,113,135
167,,Ryan Braun\braunry02,vs RHP,2019,133,332,,302,48,86,18,1,12,50,8,1,18,78,0.285,0.334,0.47,0.805,142,9,6,0,3,0,3,0.344,90,113
168,,Greg Garcia\garcigr01,vs RHP,2019,128,330,,276,50,70,13,4,4,28,0,2,47,73,0.254,0.37,0.373,0.743,103,4,5,0,2,1,2,0.328,107,101
169,,Gio Urshela\urshegi01,vs RHP,2019,113,326,,300,51,96,24,0,13,51,1,1,19,59,0.32,0.365,0.53,0.895,159,9,4,0,3,0,2,0.359,102,136
170,,Dee Strange-Gordon\gordode01,vs RHP,2019,106,325,,301,28,78,11,5,2,23,17,3,16,48,0.259,0.292,0.349,0.641,105,6,0,3,5,1,4,0.297,93,72
171,,Aaron Judge\judgeaa01,vs RHP,2019,101,325,,279,56,69,11,1,19,36,0,2,42,113,0.247,0.349,0.498,0.847,139,6,2,0,1,2,5,0.338,84,124
172,,Willson Contreras\contrwi01,vs RHP,2019,96,324,,285,42,74,15,1,18,50,1,2,29,81,0.26,0.343,0.509,0.851,145,2,8,0,2,1,1,0.298,92,124
173,,Neil Walker\walkene01,vs RHP,2019,104,324,,286,28,74,16,1,8,33,3,0,36,72,0.259,0.343,0.406,0.748,116,7,1,0,1,1,2,0.319,103,101
174,,Hanser Alberto\alberha01,vs RHP,2019,125,323,,303,31,72,10,0,7,31,2,1,10,25,0.238,0.269,0.34,0.609,103,8,4,3,3,0,11,0.237,62,62
175,,Robinson Chirinos\chiriro01,vs RHP,2019,107,323,,282,43,64,14,1,14,41,0,1,24,93,0.227,0.315,0.433,0.747,122,7,13,2,2,0,7,0.282,89,98
176,,Harold Ramirez\ramirha02,vs RHP,2019,110,322,,303,41,85,14,3,9,39,2,1,13,61,0.281,0.318,0.436,0.753,132,6,4,0,1,0,5,0.325,107,100
177,,Eric Sogard\sogarer01,vs RHP,2019,108,322,,292,37,86,17,2,7,28,6,0,27,41,0.295,0.356,0.438,0.795,128,4,1,2,0,2,4,0.324,97,112
178,,Mike Yastrzemski\yastrmi01,vs RHP,2019,98,322,,289,53,74,15,3,17,43,1,4,27,87,0.256,0.321,0.505,0.826,146,2,2,1,3,0,3,0.303,94,117
179,,Manuel Margot\margoma01,vs RHP,2019,132,321,,295,38,59,11,3,10,30,14,2,22,64,0.2,0.26,0.359,0.62,106,6,2,2,0,1,5,0.222,78,64
180,,Miguel Sano\sanomi01,vs RHP,2019,100,318,,271,52,63,14,1,23,55,0,1,43,118,0.232,0.343,0.546,0.889,148,5,3,0,1,0,4,0.305,94,133
181,,Brandon Dixon\dixonbr01,vs RHP,2019,106,316,,294,34,70,14,3,12,39,5,0,17,105,0.238,0.285,0.429,0.713,126,2,3,0,2,0,3,0.324,97,88
182,,Andrelton Simmons\simmoan01,vs RHP,2019,97,315,,299,32,75,15,0,3,33,8,2,15,30,0.251,0.289,0.331,0.62,99,14,1,0,0,1,1,0.271,85,67
183,,Tucker Barnhart\barnhtu01,vs RHP,2019,105,313,,271,28,67,13,0,11,37,0,0,38,69,0.247,0.343,0.417,0.76,113,5,2,1,1,6,2,0.292,114,103
184,,Buster Posey\poseybu01,vs RHP,2019,107,313,,279,31,75,13,0,7,29,0,0,30,57,0.269,0.346,0.391,0.737,109,12,3,1,0,1,0,0.316,114,98
185,,Maikel Franco\francma02,vs RHP,2019,109,311,,287,32,66,13,0,11,38,0,0,22,46,0.23,0.283,0.39,0.673,112,13,0,0,2,10,5,0.237,91,78
186,,Ryan O'Hearn\ohearry01,vs RHP,2019,102,309,,275,28,55,12,1,13,35,0,1,32,79,0.2,0.285,0.393,0.678,108,6,1,0,1,1,0,0.228,108,80
187,,Shohei Ohtani\ohtansh01,vs RHP,2019,100,309,,281,39,81,16,3,15,49,11,3,23,73,0.288,0.341,0.527,0.868,148,6,1,0,3,1,7,0.337,104,128
188,,Oscar Mercado\mercaos01,vs RHP,2019,105,307,,282,46,77,16,3,8,33,6,4,16,51,0.273,0.317,0.436,0.753,123,7,3,4,2,0,4,0.307,98,99
189,,Robinson Cano\canoro01,vs RHP,2019,98,305,,283,39,77,26,0,11,32,0,0,19,45,0.272,0.318,0.481,0.799,136,11,1,0,2,3,2,0.288,116,110
190,,Garrett Cooper\coopega03,vs RHP,2019,103,304,,272,40,83,14,1,10,37,0,0,27,84,0.305,0.375,0.474,0.849,129,7,4,0,1,0,2,0.408,115,126
191,,Nick Senzel\senzeni01,vs RHP,2019,97,304,,280,39,66,15,1,9,26,8,1,22,86,0.236,0.296,0.393,0.689,110,6,2,0,0,0,5,0.308,86,83
192,,Curtis Granderson\grandcu01,vs RHP,2019,130,303,,268,36,46,11,0,11,22,0,3,33,87,0.172,0.267,0.336,0.603,90,1,2,0,0,1,5,0.206,89,61
193,,Adalberto Mondesi\mondera02,vs RHP,2019,96,302,,282,43,75,16,9,6,46,29,2,16,95,0.266,0.302,0.45,0.753,127,2,0,1,3,0,2,0.375,110,98
194,,Harold Castro\castrha01,vs RHP,2019,91,301,,288,26,89,10,4,5,33,4,2,7,68,0.309,0.321,0.424,0.745,122,6,0,2,4,0,3,0.384,116,98
195,,Stephen Piscotty\piscost01,vs RHP,2019,91,301,,271,29,58,12,1,7,27,2,0,24,67,0.214,0.283,0.343,0.627,93,11,3,1,2,0,1,0.256,75,67
196,,Harrison Bader\baderha01,vs RHP,2019,116,300,,251,45,54,8,2,8,29,10,2,37,86,0.215,0.334,0.359,0.693,90,1,9,1,2,3,6,0.289,105,87
197,,Teoscar Hernandez\hernate01,vs RHP,2019,113,300,,275,38,61,12,0,18,40,4,2,24,104,0.222,0.287,0.462,0.748,127,6,1,0,0,0,2,0.281,92,96
198,,Brandon Drury\drurybr01,vs RHP,2019,110,299,,275,26,58,13,0,12,31,0,1,20,74,0.211,0.264,0.389,0.653,107,4,1,0,3,0,3,0.24,103,72
199,,J.D. Davis\davisjd01,vs RHP,2019,120,298,,269,39,82,14,1,14,40,2,0,24,69,0.305,0.366,0.52,0.886,140,8,3,0,2,0,2,0.362,98,134
200,,David Peralta\peralda01,vs RHP,2019,93,296,,269,34,77,22,2,10,42,0,0,24,56,0.286,0.351,0.494,0.846,133,7,3,0,0,3,1,0.33,110,123
201,,Roberto Perez\perezro02,vs RHP,2019,107,296,,260,26,59,7,0,15,44,0,0,25,84,0.227,0.301,0.427,0.728,111,9,4,4,3,0,3,0.268,88,92
202,,Kyle Seager\seageky01,vs RHP,2019,98,296,,263,36,57,13,1,12,38,2,1,30,59,0.217,0.301,0.411,0.711,108,7,2,0,1,0,2,0.233,82,89
203,,Jake Bauers\bauerja01,vs RHP,2019,101,295,,255,33,57,12,1,7,29,3,1,36,79,0.224,0.322,0.361,0.683,92,3,2,0,2,0,1,0.292,101,84
204,,Jose Martinez\martijo08,vs RHP,2019,109,295,,264,33,67,9,2,5,27,3,0,27,67,0.254,0.325,0.36,0.685,95,8,2,0,2,0,3,0.32,83,84
205,,Jeimer Candelario\candeje01,vs RHP,2019,90,291,,252,25,52,13,2,7,24,3,1,32,73,0.206,0.309,0.357,0.666,90,0,6,0,1,1,3,0.26,107,79
206,,Nicky Lopez\lopezni01,vs RHP,2019,98,290,,274,29,63,17,2,1,24,1,1,13,35,0.23,0.265,0.318,0.582,87,5,0,3,0,0,3,0.261,94,56
207,,Fernando Tatis Jr.\tatisfe02,vs RHP,2019,80,289,,272,41,80,11,5,17,41,12,4,15,91,0.294,0.332,0.559,0.891,152,4,1,0,1,0,4,0.382,82,133
208,,David Dahl\dahlda01,vs RHP,2019,89,287,,258,47,76,15,3,12,46,4,4,21,72,0.295,0.351,0.516,0.866,133,3,3,2,3,0,0,0.362,98,129
209,,Jose Peraza\perazjo01,vs RHP,2019,120,287,,268,20,59,10,1,5,27,4,2,9,45,0.22,0.265,0.321,0.586,86,8,8,0,2,0,2,0.245,86,57
210,,Tony Wolters\wolteto01,vs RHP,2019,106,287,,252,31,64,7,2,1,30,0,1,23,48,0.254,0.324,0.31,0.634,78,5,6,0,6,4,3,0.301,90,73
211,,Cavan Biggio\biggica01,vs RHP,2019,91,285,,236,47,55,12,1,13,38,13,0,48,82,0.233,0.361,0.458,0.819,108,0,0,0,1,0,2,0.296,106,118
212,,Ian Desmond\desmoia01,vs RHP,2019,113,284,,261,37,59,17,2,6,27,2,0,19,81,0.226,0.282,0.375,0.657,98,6,2,0,2,0,2,0.301,69,75
213,,Enrique Hernandez\hernaen02,vs RHP,2019,112,284,,258,33,57,15,1,10,43,1,0,20,69,0.221,0.285,0.403,0.688,104,7,4,0,2,0,1,0.26,92,82
214,,Chris Davis\davisch02,vs RHP,2019,96,283,,246,22,47,9,0,10,33,0,0,32,109,0.191,0.286,0.35,0.636,86,3,2,0,3,1,2,0.285,111,70
215,,Rowdy Tellez\tellero01,vs RHP,2019,105,283,,255,36,53,9,0,15,31,0,0,21,79,0.208,0.283,0.42,0.702,107,6,6,0,1,3,1,0.235,90,85
216,,Dwight Smith Jr.\smithdw02,vs RHP,2019,93,282,,258,35,65,11,3,10,36,2,0,17,50,0.252,0.302,0.434,0.737,112,6,3,1,3,0,4,0.274,107,94
217,,Derek Dietrich\dietrde01,vs RHP,2019,109,279,,226,41,43,7,2,19,42,1,1,28,65,0.19,0.338,0.491,0.829,111,2,23,0,1,2,3,0.168,109,119
218,,Ben Gamel\gamelbe01,vs RHP,2019,111,277,,246,40,54,15,0,6,25,1,2,28,82,0.22,0.303,0.354,0.657,87,0,2,0,1,2,3,0.302,85,76
219,,Brian McCann\mccanbr01,vs RHP,2019,81,275,,242,25,63,7,0,12,41,0,0,26,46,0.26,0.331,0.438,0.769,106,8,2,0,5,1,1,0.27,109,104
220,,Mitch Moreland\morelmi01,vs RHP,2019,90,275,,244,39,64,14,1,18,51,1,0,29,56,0.262,0.338,0.549,0.887,134,11,0,0,2,0,3,0.267,111,132
221,,Delino DeShields\deshide02,vs RHP,2019,99,274,,233,19,55,7,2,0,18,15,2,30,63,0.236,0.326,0.283,0.609,66,8,2,7,2,0,5,0.32,82,67
222,,J.P. Crawford\crawfjp01,vs RHP,2019,86,273,,239,34,61,19,4,7,36,4,2,27,57,0.255,0.333,0.456,0.789,109,2,2,3,2,0,3,0.305,129,109
223,,Yan Gomes\gomesya01,vs RHP,2019,92,273,,245,27,52,13,0,8,30,2,0,23,69,0.212,0.289,0.363,0.653,89,5,4,0,1,5,2,0.26,85,74
224,,Luis Rengifo\rengilu01,vs RHP,2019,99,273,,236,29,58,13,2,5,23,2,3,31,62,0.246,0.342,0.381,0.723,90,5,4,1,1,0,1,0.312,111,95
225,,Michael Chavis\chavimi01,vs RHP,2019,89,271,,241,35,64,7,1,10,41,1,1,28,90,0.266,0.347,0.427,0.774,103,6,2,0,0,2,2,0.383,104,107
226,,Matt Adams\adamsma01,vs RHP,2019,106,270,,248,37,57,11,0,16,42,0,0,19,95,0.23,0.289,0.468,0.757,116,5,2,0,1,1,0,0.297,105,98
227,,Melky Cabrera\cabreme01,vs RHP,2019,116,270,,252,29,72,16,1,4,31,2,0,16,27,0.286,0.331,0.405,0.736,102,9,1,1,0,3,3,0.308,107,97
228,,Alex Verdugo\verdual01,vs RHP,2019,97,268,,242,30,68,16,0,10,35,2,0,21,33,0.281,0.336,0.471,0.807,114,5,1,0,4,1,0,0.286,97,113
229,,JaCoby Jones\jonesja07,vs RHP,2019,82,267,,238,32,58,15,3,10,24,6,2,23,76,0.244,0.326,0.458,0.784,109,5,6,0,0,1,3,0.316,112,107
230,,David Bote\boteda01,vs RHP,2019,102,266,,225,32,61,11,0,9,32,4,1,35,68,0.271,0.38,0.44,0.82,99,7,5,0,1,4,2,0.349,109,120
231,,Keston Hiura\hiurake01,vs RHP,2019,79,265,,239,46,77,17,2,18,43,6,1,18,80,0.322,0.385,0.636,1.021,152,5,7,0,1,0,0,0.415,116,167
232,,Yonder Alonso\alonsyo01,vs RHP,2019,110,264,,229,26,42,8,0,6,23,0,1,32,56,0.183,0.284,0.297,0.581,68,11,1,0,2,3,6,0.213,82,57
233,,Luis Arraez\arraelu01,vs RHP,2019,83,263,,242,43,86,18,1,4,20,2,2,18,20,0.355,0.399,0.488,0.887,118,1,1,0,2,0,0,0.373,111,137
234,,Austin Hedges\hedgeau01,vs RHP,2019,93,263,,242,22,45,7,0,10,27,0,0,18,79,0.186,0.248,0.339,0.587,82,2,2,1,0,2,1,0.229,107,56
235,,Carson Kelly\kellyca02,vs RHP,2019,99,261,,227,28,46,10,0,12,29,0,0,32,57,0.203,0.303,0.405,0.708,92,9,1,0,1,5,2,0.214,72,88
236,,Martin Maldonado\maldoma01,vs RHP,2019,94,260,,228,33,47,12,0,8,19,0,0,24,51,0.206,0.298,0.364,0.662,83,8,6,2,0,1,4,0.231,98,77
237,,Anthony Santander\santaan02,vs RHP,2019,89,260,,244,28,62,16,1,11,31,0,1,12,49,0.254,0.29,0.463,0.753,113,0,1,1,2,0,3,0.274,95,97
238,,Brandon Lowe\lowebr01,vs RHP,2019,81,259,,230,36,64,15,2,14,42,5,0,23,77,0.278,0.355,0.543,0.899,125,1,5,0,1,0,2,0.357,111,136
239,,Tommy Edman\edmanto01,vs RHP,2019,87,257,,242,40,72,13,4,7,25,13,1,11,47,0.298,0.339,0.471,0.81,114,2,4,0,0,0,4,0.346,91,114
240,,Danny Jansen\janseda01,vs RHP,2019,96,256,,231,28,46,6,1,7,28,0,0,19,54,0.199,0.271,0.325,0.595,75,5,4,1,1,0,1,0.228,87,60
241,,Jay Bruce\bruceja01,vs RHP,2019,88,254,,239,34,52,14,0,20,43,0,0,11,64,0.218,0.252,0.527,0.779,126,5,1,0,3,0,1,0.203,97,100
242,,Chris Taylor\tayloch03,vs RHP,2019,99,252,,225,32,60,15,3,5,28,6,0,18,73,0.267,0.327,0.427,0.753,96,2,4,1,4,0,3,0.364,91,101
243,,Didi Gregorius\gregodi01,vs RHP,2019,77,250,,236,34,58,12,1,10,41,1,1,12,40,0.246,0.28,0.432,0.712,102,3,0,0,2,1,2,0.255,99,87
244,,Albert Almora\almoral01,vs RHP,2019,98,249,,231,31,57,10,1,10,24,2,1,11,41,0.247,0.279,0.429,0.707,99,7,0,5,2,3,5,0.258,116,86
245,,Elias Diaz\diazel01,vs RHP,2019,91,244,,221,25,51,8,0,2,23,0,0,18,43,0.231,0.292,0.294,0.586,65,7,2,1,2,0,4,0.275,94,59
246,,Howie Kendrick\kendrho01,vs RHP,2019,111,244,,217,38,71,13,1,11,36,1,1,19,31,0.327,0.381,0.548,0.93,119,9,3,0,5,0,1,0.333,92,145
247,,Pablo Sandoval\sandopa01,vs RHP,2019,92,244,,224,35,58,19,0,11,32,1,0,15,55,0.259,0.305,0.491,0.796,110,6,1,1,3,2,4,0.292,94,108
248,,Carlos Correa\correca01,vs RHP,2019,74,243,,215,34,58,12,0,18,47,1,0,22,63,0.27,0.337,0.577,0.914,124,6,2,0,4,0,1,0.29,96,138
249,,John Hicks\hicksjo02,vs RHP,2019,86,243,,236,19,47,11,0,10,26,1,1,7,75,0.199,0.222,0.373,0.595,88,6,0,0,0,0,3,0.245,91,55
250,,Cheslor Cuthbert\cuthbch01,vs RHP,2019,79,242,,227,13,50,8,0,4,23,1,0,14,49,0.22,0.269,0.308,0.577,70,13,1,0,0,1,1,0.264,73,55
251,,Travis d'Arnaud\darnatr01,vs RHP,2019,96,241,,217,33,51,9,0,6,42,0,0,19,53,0.235,0.299,0.359,0.658,78,3,2,0,3,0,1,0.28,79,76
252,,Josh Phegley\phegljo01,vs RHP,2019,91,239,,219,28,48,10,0,7,42,0,1,12,52,0.219,0.266,0.361,0.627,79,5,3,2,3,0,3,0.252,82,66
253,,Yordan Álvarez\alvaryo01,vs RHP,2019,82,238,,199,44,63,14,0,18,53,0,0,38,64,0.317,0.424,0.658,1.083,131,6,0,0,1,4,0,0.381,103,184
254,,Kurt Suzuki\suzukku01,vs RHP,2019,78,237,,213,28,51,7,0,13,43,0,1,17,27,0.239,0.308,0.455,0.763,97,9,5,0,2,1,2,0.217,89,101
255,,Logan Forsythe\forsylo01,vs RHP,2019,87,236,,203,25,51,9,0,6,28,0,0,28,61,0.251,0.347,0.384,0.732,78,7,3,0,2,0,3,0.326,116,97
256,,Tony Kemp\kempto01,vs RHP,2019,100,235,,207,26,43,8,2,7,22,4,4,21,43,0.208,0.291,0.367,0.658,76,2,4,1,2,1,1,0.226,97,75
257,,Matt Beaty\beatyma01,vs RHP,2019,92,234,,217,36,62,18,1,9,43,4,0,16,27,0.286,0.338,0.502,0.84,109,5,1,0,0,2,2,0.293,116,121
258,,AJ Pollock\polloaj01,vs RHP,2019,81,234,,209,34,50,12,1,9,29,3,1,17,52,0.239,0.308,0.435,0.743,91,6,5,0,3,0,1,0.272,87,96
259,,Stephen Vogt\vogtst01,vs RHP,2019,95,233,,210,26,57,21,2,8,32,2,1,19,51,0.271,0.33,0.505,0.835,106,1,1,0,3,1,2,0.318,108,119
260,,Billy Hamilton\hamilbi02,vs RHP,2019,95,232,,213,29,50,8,1,0,10,16,3,18,57,0.235,0.293,0.282,0.575,60,1,0,0,1,0,0,0.318,104,56
261,,Gerardo Parra\parrage01,vs RHP,2019,107,232,,212,30,50,10,0,8,42,6,3,16,46,0.236,0.297,0.396,0.694,84,6,3,0,1,3,5,0.264,103,84
262,,Josh VanMeter\vanmejo01,vs RHP,2019,90,232,,204,30,51,11,1,8,22,7,3,26,48,0.25,0.336,0.431,0.768,88,5,1,0,1,0,1,0.289,108,104
263,,Victor Caratini\caratvi01,vs RHP,2019,89,231,,204,25,55,8,0,10,30,1,0,23,49,0.27,0.342,0.456,0.798,93,5,1,0,3,0,2,0.304,100,112
264,,Brock Holt\holtbr01,vs RHP,2019,82,231,,201,32,64,11,2,3,25,1,0,23,45,0.318,0.394,0.438,0.832,88,4,4,0,3,1,1,0.391,116,124
265,,Tommy La Stella\lasteto01,vs RHP,2019,73,231,,209,39,64,6,0,13,37,0,0,15,20,0.306,0.358,0.522,0.88,109,8,2,0,0,0,2,0.29,111,132
266,,Jason Castro\castrja01,vs RHP,2019,73,230,,197,33,50,9,0,13,27,0,0,28,69,0.254,0.354,0.497,0.851,98,0,3,1,1,0,0,0.319,121,125
267,,Yandy Díaz\diazya01,vs RHP,2019,79,230,,204,38,50,15,0,7,22,1,1,21,36,0.245,0.313,0.422,0.735,86,7,1,0,4,0,2,0.261,81,95
268,,Mitch Garver\garvemi01,vs RHP,2019,82,230,,205,36,51,10,0,19,44,0,0,22,60,0.249,0.326,0.576,0.902,118,4,2,0,1,0,2,0.252,81,135
269,,Jon Berti\bertijo01,vs RHP,2019,69,229,,204,36,56,12,1,2,19,14,3,19,58,0.275,0.349,0.373,0.722,76,1,5,0,1,0,2,0.372,92,95
270,,Josh Naylor\naylojo01,vs RHP,2019,87,229,,205,25,49,12,0,8,28,0,1,23,56,0.239,0.314,0.415,0.729,85,3,0,0,1,1,2,0.289,103,94
271,,Stevie Wilkerson\wilkest01,vs RHP,2019,91,229,,212,30,56,13,2,9,26,3,2,13,61,0.264,0.311,0.472,0.783,100,3,2,1,1,0,0,0.329,132,106
272,,Tim Beckham\beckhti01,vs RHP,2019,80,228,,211,27,46,17,1,11,32,1,2,15,68,0.218,0.276,0.464,0.741,98,5,2,0,0,0,3,0.265,95,93
273,,Lourdes Gurriel Jr.\gurrilo01,vs RHP,2019,78,228,,204,28,54,12,2,9,30,5,2,16,53,0.265,0.326,0.475,0.801,97,0,4,1,3,0,1,0.31,88,111
274,,Byron Buxton\buxtoby01,vs RHP,2019,77,227,,208,32,51,24,4,7,35,13,3,14,52,0.245,0.298,0.5,0.798,104,3,2,2,1,1,2,0.293,92,108
275,,Willie Calhoun\calhowi01,vs RHP,2019,78,226,,207,36,60,9,0,14,33,0,0,16,34,0.29,0.345,0.536,0.881,111,4,2,0,1,0,2,0.288,109,131
276,,Jesus Aguilar\aguilje01,vs RHP,2019,110,224,,191,28,45,8,0,8,37,0,0,25,49,0.236,0.323,0.403,0.726,77,8,2,0,5,0,1,0.266,103,94
277,,Jonathan Lucroy\lucrojo01,vs RHP,2019,85,224,,196,23,46,8,1,5,26,0,0,21,32,0.235,0.321,0.362,0.684,71,12,5,0,2,0,0,0.255,107,84
278,,Tyler Naquin\naquity01,vs RHP,2019,82,223,,211,26,61,17,0,6,24,4,2,10,52,0.289,0.324,0.455,0.779,96,4,1,1,0,2,0,0.359,97,106
279,,Austin Riley\rileyau01,vs RHP,2019,75,223,,209,28,45,7,1,11,34,0,1,8,80,0.215,0.26,0.416,0.676,87,4,5,0,1,0,1,0.286,82,77
280,,Ronny Rodriguez\rodriro03,vs RHP,2019,80,223,,209,24,45,8,2,11,30,3,1,10,62,0.215,0.247,0.431,0.677,90,4,0,0,4,0,2,0.243,96,77
281,,Billy McKinney\mckinbi01,vs RHP,2019,80,222,,200,27,44,13,1,9,22,0,1,18,55,0.22,0.285,0.43,0.715,86,0,1,1,2,0,3,0.254,106,88
282,,Travis Shaw\shawtr01,vs RHP,2019,81,219,,181,22,31,4,0,7,14,0,0,36,72,0.171,0.315,0.309,0.624,56,4,2,0,0,3,0,0.235,127,70
283,,Corey Dickerson\dickeco01,vs RHP,2019,71,217,,201,28,63,24,2,9,44,1,0,14,41,0.313,0.355,0.587,0.942,118,4,0,0,2,4,0,0.353,108,146
284,,Victor Reyes\reyesvi01,vs RHP,2019,65,217,,204,18,63,13,3,3,19,5,3,11,46,0.309,0.341,0.446,0.787,91,3,0,0,2,0,2,0.382,105,109
285,,Ronald Guzman\guzmaro01,vs RHP,2019,76,215,,189,25,47,15,0,8,27,0,2,22,61,0.249,0.335,0.455,0.79,86,6,3,0,1,1,0,0.322,119,109
286,,Mitch Haniger\hanigmi01,vs RHP,2019,61,214,,189,34,39,10,1,11,22,4,0,20,61,0.206,0.29,0.444,0.734,84,2,3,0,2,0,2,0.235,88,93
287,,Dawel Lugo\lugoda01,vs RHP,2019,71,213,,204,25,51,9,4,5,21,0,0,6,40,0.25,0.277,0.407,0.684,83,7,2,0,1,0,2,0.288,109,80
288,,Mike Tauchman\tauchmi01,vs RHP,2019,76,213,,190,34,47,9,1,12,34,3,0,23,55,0.247,0.329,0.495,0.823,94,3,0,0,0,0,2,0.285,89,117
289,,Matt Joyce\joycema01,vs RHP,2019,118,212,,178,29,53,8,0,7,22,0,0,34,39,0.298,0.41,0.461,0.871,82,3,0,0,0,0,1,0.348,103,134
290,,Tyler Flowers\flowety01,vs RHP,2019,76,211,,187,27,49,8,1,10,26,0,0,18,73,0.262,0.341,0.476,0.817,89,5,5,0,1,0,1,0.371,122,116
291,,Jordy Mercer\mercejo03,vs RHP,2019,71,209,,195,17,49,11,0,6,13,0,0,12,48,0.251,0.301,0.4,0.701,78,2,2,0,0,1,4,0.305,88,86
292,,Joey Gallo\gallojo01,vs RHP,2019,65,207,,166,35,36,8,1,14,27,3,1,41,80,0.217,0.372,0.53,0.902,88,0,0,0,0,4,0,0.306,84,138
293,,Garrett Hampson\hampsga01,vs RHP,2019,82,206,,188,23,47,5,2,4,16,12,2,16,62,0.25,0.306,0.362,0.668,68,2,0,0,2,1,2,0.347,95,79
294,,Jake Marisnick\marisja01,vs RHP,2019,91,206,,190,29,45,8,3,6,20,10,3,11,59,0.237,0.289,0.405,0.694,77,6,3,2,0,0,1,0.312,99,84
295,,Joey Wendle\wendljo01,vs RHP,2019,64,204,,184,25,48,12,2,3,15,7,2,10,32,0.261,0.319,0.397,0.715,73,3,7,0,3,0,2,0.296,126,91
296,,Ian Kinsler\kinslia01,vs RHP,2019,79,203,,190,18,42,10,0,6,17,1,4,11,38,0.221,0.271,0.368,0.639,70,4,2,0,0,0,2,0.247,98,69
297,,Brandon Nimmo\nimmobr01,vs RHP,2019,65,203,,159,23,29,7,1,5,19,3,0,39,57,0.182,0.347,0.333,0.68,53,1,2,1,2,2,1,0.242,74,85
298,,Juan Lagares\lagarju01,vs RHP,2019,85,199,,178,25,36,5,1,4,16,2,1,16,51,0.202,0.274,0.309,0.583,55,6,2,2,1,2,1,0.258,93,57
299,,Andrew McCutchen\mccutan01,vs RHP,2019,56,199,,168,33,41,8,0,10,25,1,1,31,44,0.244,0.362,0.47,0.832,79,0,0,0,0,0,0,0.272,99,121
300,,Jake Lamb\lambja01,vs RHP,2019,76,198,,164,21,29,7,2,3,25,1,0,27,47,0.177,0.308,0.299,0.607,49,4,5,0,2,1,2,0.224,80,65
301,,Hunter Pence\pencehu01,vs RHP,2019,81,197,,176,28,49,9,0,10,37,4,0,18,46,0.278,0.345,0.5,0.845,88,2,1,0,2,0,1,0.32,87,123
